Eugene Higgins	Question: question: Who was the rich heir to a carpet-making business?	Ref: Eugene Higgins	Pred: Eugene Higgins	Context: Eugene Higgins (1860 – 1948) was the rich heir to a carpet-making business, known as a bon vivant, sportsman, and philanthropist.  A bachelor, when he died in 1948, his estate went to establish the Higgins Trust, at that time, the eleventh largest of its kind in the USA.
Cornelia Ellis Hildebrandt	Question: question: What nationality was Cornelia Ellis Hildebrandt?	Ref: American	Pred: American	Context: Cornelia Ellis Hildebrandt (September 7, 1876 – March 18, 1962) was an American artist particularly known for her portrait miniatures. One of the last surviving figures from the revival of miniature painting in America at the turn of the 20th century, she lectured extensively on the genre in her later years.
John Hill	Question: question: What is the name of the American businessman, educator and missionary?	Ref: John Hill	Pred: John Henry Hill	Context: John Hill may refer to: John Henry Hill (1791–1882), American businessman, educator and missionaryJohn Hill (planter) (1824–1910), Scottish-born American industrialist and planterJohn Hill (businessman) (1847–1926), Australian coach-horse operatorJohn J. Hill (1853–1952), English-born American stonemason and builderJohn A. Hill (1858–1916), American editor and publisher, co-founder of McGraw-HillJohn Sprunt Hill (1869–1961), American lawyer, banker and philanthropistJohn W. Hill (1890–1977), American public relations executive
John Henry Hill	Question: question: Who founded a school for girls and boys in Athens?	Ref: Hill	Pred: John Henry Hill	Context: John Henry Hill (September 11, 1791 – July 1, 1882) was a United States businessman, educator and member of the Episcopal Church, chiefly identified with teaching and missionary work in Greece. He was born in New York City, and graduated at Columbia College.  He took up a business career for 20 years, and then entered Virginia Theological Seminary. He was ordained a deacon in the Protestant Episcopal Church in 1830, and that same year also became a priest. He was a philhellene, and in 1830 he went as a missionary to Greece. At Athens he and his wife, Frances Maria Mulligan Hill (1799-1884), who he had married in 1821, established schools for girls and boys. These were the first Athenian schools founded after Greece's secession from the Ottoman Empire.Also part of their mission was John J. Robertson, an Episcopal clergyman.  He set up a printing press. The Greek government eventually founded a school for boys, and the Hills decided to devote their attention to educating girls.In their educational work, the Hills made no effort to promote their own church, but were careful to work with the Greek Orthodox Church and the government, by which they were officially recognized in 1834. The Hills also founded a high school for the training of teachers. Their work at first received little encouragement, but prospered after pupils from prominent and wealthy Greek families began to attend the school.Hill was chaplain of the British Legation in Greece from 1845 to 1875, and continued his teaching during that time. He and his wife also founded a free school for the poor. He went blind around 1877, but with his wife's assistance continued to direct their educational efforts.In 1881, on the 50th anniversary of the girls' school, he was officially thanked by King George I of Greece. On his death at Athens, the Greek government, in recognition of his educational work among the women of Athens, buried him with the honors of a taxiarch, and the Athenian municipality erected a monument to his memory. Honorary degrees were conferred on him by Harvard and Columbia.Frances Hill also died in Athens.  The school that the Hills founded is still in operation in Athens under the name of the Hill Memorial School.
John William Hill	Question: question: Who was the artist who primarily focused on natural subjects?	Ref: Hill	Pred: John William Hill	Context: John William Hill or often J.W. Hill (January 13, 1812 – September 24, 1879) was a British-born American artist working in watercolor, gouache, lithography, and engraving. Hill's work focused primarily upon natural subjects including landscapes, still lifes, and ornithological and zoological subjects. In the 1850s, influenced by John Ruskin and Hill's association with American followers of the Pre-Raphaelite Brotherhood, his attention turned from technical illustration toward still life and landscape.
Thomas Hill	Question: question: What is another name for Thomas?	Ref: Tommy Hill	Pred: Tom	Context: Thomas, Tom or Tommy Hill may refer to: 
Laura Coombs Hills	Question: question: What organization was Laura Coombs Hills elected to?	Ref: Society of American Artists	Pred: Society of American Artists	Context: Laura Coombs Hills (1859–1952) was an American artist and illustrator who specialized in watercolor and pastel still life paintings, especially of flowers, and miniature portrait paintings on ivory. She became the first miniature painter elected to the Society of American Artists, and she was a founder of the American Society of Miniature Painters. She also worked as a designer and illustrated children's books for authors such as Kate Douglas Wiggin and Anna M. Pratt.
George Hitchcock	Question: question: What nationality was Hitchcock?	Ref: American	Pred: American	Context: George Hitchcock may refer to:George Hitchcock (artist) (1850–1913), American artistGeorge Hitchcock (poet) (1914–2010), American actor, poet and publisherGeorge B. Hitchcock (1812–1872), American involved in housing slaves on their way to freedom
Charles C. Hofmann	Question: question: Along with Charles Hofmann, Louis Mader and Charles C. Hofmann, who was a member of the Pennsylvania Almshouse Painters?	Ref: John Rasmussen	Pred: John Rasmussen	Context: The Pennsylvania Almshouse Painters were three self-taught artists; Charles C. Hofmann, Louis Mader and John Rasmussen, who are almost exclusively known for their paintings of the almshouse in Berks County, Pennsylvania, done in an early folk art style. They were all born in Germany.
James Holland	Question: question: What nationality was James Job Holland?	Ref: American	Pred: American	Context: James or Jim Holland may refer to:James Holland (North Carolina politician) (1754–1823), U.S. Congressman from the state of North CarolinaJames Holland (New Hampshire politician), member of the New Hampshire House of RepresentativesJames Holland (artist) (1800–1870), English landscape painterJames Holland (author) (born 1970), British historian, author and broadcasterJames Holland (soccer) (born 1989), Australian football (soccer) playerJames Buchanan Holland (1857–1914), U.S. federal judgeJames F. Holland (1925–2018), American physician and cancer researcherJames Job Holland (1841–1922), Liberal Party Member of Parliament in Auckland, New ZealandJames P. Holland (1865–1941), president of the New York State Federation of Labor, 1916–1926Jim Holland (athlete) (born 1924), US National champion long jumperJim Holland (ski jumper) (born 1967), ski jumperJames C. Holland (1853–1919), American architect in KansasJames V. Holland (1835–1916), American politician and businessman
Winslow Homer	Question: question: Who was one of the foremost painters in the 19th century?	Ref: Homer	Pred: Winslow Homer	Context: Winslow Homer (February 24, 1836 – September 29, 1910) was an American landscape painter and illustrator, best known for his marine subjects. He is considered one of the foremost painters in 19th-century America and a preeminent figure in American art.Largely self-taught, Homer began his career working as a commercial illustrator. He subsequently took up oil painting and produced major studio works characterized by the weight and density he exploited from the medium. He also worked extensively in watercolor, creating a fluid and prolific oeuvre, primarily chronicling his working vacations.
Charles Hopkinson	Question: question: Where did Charles Sydney Hopkinson maintain his studio?	Ref: Fenway Studios building	Pred: Fenway Studios building	Context: Charles Sydney Hopkinson (July 27, 1869 – October 16, 1962) was an American portrait painter and landscape watercolorist. He maintained a studio in the Fenway Studios building in Boston from 1906 to 1962. He painted over 800 portraits in a direct style with a palette gradually lightening through his career. Many of his paintings were commissioned by U. S. East Coast institutions, especially Harvard University, where he acted as house portraitist. Among his sitters were Oliver Wendell Holmes, Calvin Coolidge, Lewis Perry and John Masefield.
Harriet Hosmer	Question: question: Who was the first female professional sculptor?	Ref: Harriet Goodhue Hosmer	Pred: Harriet Goodhue Hosmer	Context: Harriet Goodhue Hosmer (October 9, 1830 – February 21, 1908) was a neoclassical sculptor, considered the most distinguished female sculptor in America during the 19th century. She is known as the first female professional sculptor. Among other technical innovations, she pioneered a process for turning limestone into marble. Hosmer once lived in an expatriate colony in Rome, befriending many prominent writers and artists.She was a cousin of poet William H. C. Hosmer and tragic actress Jean Hosmer.
Thomas Hovenden	Question: question: What race was Hovenden often depicted as?	Ref: African American	Pred: African Americans	Context: Thomas Hovenden (December 28, 1840 – August 14, 1895), was an Irish artist and teacher who spent much of his life in the United States. He painted realistic quiet family scenes, narrative subjects and often depicted African Americans.
Alfred Cornelius Howland	Question: question: What German school did Alfred Cornelius Howland attend?	Ref: Kunstakademie	Pred: Kunstakademie Düsseldorf	Context: Alfred Cornelius Howland (12 February 1838 – 17 March 1909) was an American painter.He was born February 12, 1838, in Walpole, New Hampshire. As a youth, he worked as an engraver in Boston and a lithographer in New York. Starting in 1859, he studied at the Kunstakademie Düsseldorf in Germany under Andreas Müller until 1861 and under Albert Flamm until 1862. He spent the next few years in Paris and worked with French Barbizon School painters Jean-François Millet and Théodore Rousseau. He returned to America in 1865 and worked in New York and Williamstown, Massachusetts. He is best known for genre paintings, landscapes and portraits. He died March 17, 1909 in Pasadena, California.Howland was a member of the National Academy of Design and was member of the Academy council from 1880 to 1884.His works can be found in many US museums, including the Smithsonian American Art Museum, Metropolitan Museum of Art, The Brooklyn Museum of Art, High Museum of Art in Atlanta, Milwaukee Art Museum and Yale University Art Gallery.
William James Hubard	Question: question: Where is Julien Hall located?	Ref: corner Congress	Pred: Cambridgeshire	Context: William James Hubard (1807 – February 1862) was British-born artist who worked in England and the United States in the 19th century. He specialized in silhouette and painted portraits. Hubard arrived in the United States from England in 1824.In 1825–1826 he worked in Boston, Massachusetts, setting up an exhibition known as the "Hubard Gallery" at Julien Hall (corner Congress and Milk Streets). At the time Hubard would have been about 18 or 19 years old. A local newspaper reported "there is a great variety of pictures—likenesses, groups of animals, landscape scenery, caricatures, &c.—all cut with a simple pair of scissors, without the aid of any machinery whatever, and which a spectator might, at a hasty glance, take for painting." He received raves in the press: "He exercises his scissors with so much dexterity and skill, that an accurate profile, even of the most 'unmeaning face,' can be procured in twenty-five seconds, without the use of steam." Local resident John George Metcalf visited the gallery in 1825, and wrote in his diary:Hubard Gallery. This is a collection of cuttings of black paper of all the shapes and figures that can possibly be imagined. The figures after being cut out, are arranged and pasted on white paper which are skilfully and tastefully placed about the Hall. This Astonishing genius is a native of Shropshire in England and is now about fifteen years of age. Here, and all done with only a pair of common scissors, you can see the stately structures of Westminster Abbey, the Catholic Church at Glasgow and others all with their due proportion of light and shade. Here Napoleon has burst from the cearments of the grave and is upon his warhorse, as when on the bloody fields of Austerlitz and Marengo. Franklin too has come back, and stands for the patriot and Philosopher as when at the court of London he said "his Master shall pay for it." Kings and princes have left their gilded mausoleums, and at the will of Master Hubard are set up to be gazed at by clown and cobler. Besides these graver scenes we have the lighter ones of Life. Here Doctor Syntax and his whole Tour can be found and all his scenes of fun and merriment stand forth to be looked and laughed at. Fiddlers, Beggars, Bellmen, Irishmen and others ad infinitum, all as natural as life, all the creation of a pair of common scissors, attract the attention and excite the admiration of many a gazer. Horses and Dogs, pigs and pussies, and all that "sort o' thing," can here be found from the size of a thumb-nail to that of a platter. In fine here any one, if he is not made by one of Nature's journeymen, can find fun and frolic enough to last a week.Hubard later moved to Richmond, Virginia where he married Maria Mason Tabb, the daughter of wealthy clients in nearby Gloucester County. He also became friends with Mann S. Valentine, II who supported and promoted his work.On January 14, 1853, he was given exclusive license by the Virginia General Assembly to make bronze copies of the marble statue of George Washington by French sculptor Jean-Antoine Houdon, producing them as of 1856, with a total of six in all.In February 1862, he was killed in an accidental explosion while making munitions in Richmond for the Confederate States of America during the American Civil War.Works by Hubard reside in the collections of Historic New England, the Smithsonian, and The Valentine in Richmond.
William Morris Hunt	Question: question: In what city were some of William Morris Hunt's murals painted?	Ref: New York	Pred: Albany	Context: William Morris Hunt (March 31, 1824 – September 8, 1879) was an American painter.Born into the political Hunt family of Vermont, he trained in Paris with the realist Jean-François Millet and studied under him at the Barbizon artists’ colony, before founding a similar group on his return to America. He became Boston's leading portrait and landscape painter, also working as a lithographer and sculptor. In 1871 he was elected into the National Academy of Design as an Associate Academician. Many of his works were destroyed in the Great Boston Fire of 1872. Another disaster was the deterioration of the stone panels in the State Capitol at Albany, New York, on which a number of his murals had been painted. This is believed to have led to his depression and presumed suicide.
Daniel Huntington	Question: question: What is the name of the American artist who lived from 1816 to 1896?	Ref: aniel Huntington	Pred: Daniel Huntington	Context: Daniel Huntington may refer to:Daniel Huntington (artist) (1816–1906), American artistDaniel Huntington (bishop) (1868–?), American missionary to ChinaDaniel Riggs Huntington (1871–1962), American architect
Marie Agnes H. Hyde	Question: question: Who was the Art Students League's principal?	Ref: William Merritt Chase	Pred: William Merritt Chase	Context: Marie Agnes H. Hyde (October 12, 1882 – September 17, 1978) was an American painter, sculptor, and illustrator. Born in Sidney, Ohio, Hyde grew up with her grandparents Augustus Hyde and Eliza Hyde in Cleveland. She studied at the Cleveland School of Art, where her work won a prize. She graduated in 1905 and moved to New York to study at the Art Students League with William Merritt Chase and Frank Alvah Parsons. She may also have studied at the National Academy of Design.Hyde's work was exhibited at the Museum of New Mexico, the Los Angeles Museum of History, Science and Art, and elsewhere, winning several prizes. One of her portrait miniatures is in the collection of the Metropolitan Museum of Art, New York.
Charles C. Ingham	Question: question: Who did Ingham study with at the Dublin Institution?	Ref: William Cuming	Pred: William Cuming	Context: Charles Cromwell Ingham (1796 or 1797 – 10 December 1863) was an Irish portrait painter and later a founder of the New York National Academy of Design during the 19th century.Ingham was a descendant of a man who went to Ireland as an officer in Cromwell's army (hence his middle name).  He was born in Dublin in 1796 or 1797, studying art from 1809 to 1813 at The Dublin Institution with William Cuming before immigrating to the United States in 1816 or 1817. Settling in New York City, he distinguished himself by his oil painting, but also in watercolor on ivory, a standard medium for miniature portraits since the 18th century. His work in oil is marked by a high finish achieved by successive glazings.Ingham occupied a front rank with his brother as a portrait painter known for his paintings of young women of New York's upper class, painting over 200 portraits between 1826 and 1845, such as those including portraits as Flower Girl (1846), Day Dream, and Portrait of a Child. Later founding the National Academy of Design, he would serve as its vice president for a number of years until his death in New York on 10 December 1863, at the age of 67.
George Inness	Question: question: Who was hailed as one of America's greatest artists?	Ref: Inness	Pred: Inness	Context: George Inness (May 1, 1825 – August 3, 1894) was a prominent American landscape painter.Now recognized as one of the most influential American artists of the nineteenth century, Inness was influenced by the Hudson River School at the start of his career. He also studied the Old Masters, and artists of the Barbizon school during later trips to Europe. There he was introduced to the theology of Emanuel Swedenborg, which was significant for him; he expressed that spiritualism in the works of his maturity (1879–1894).Although Inness's style evolved through distinct stages over a prolific career that spanned more than forty years and 1,000 paintings, his works consistently earned acclaim for their powerful, coordinated efforts to elicit depth of mood, atmosphere, and emotion. Neither pure realist nor impressionist, Inness was a transitional figure, He worked to combine both the earthly and the ethereal in order to capture the complete essence of a locale in his works. A master of light, color, and shadow, he became noted for creating highly ordered and complex scenes that often juxtaposed hazy or blurred elements with sharp and refined details to evoke an interweaving of both the physical and the spiritual nature of experience. In Inness's words, he attempted through his art to demonstrate the "reality of the unseen” and to connect the "visible upon the invisible."Within his lifetime, art critics hailed Inness as one of America's greatest artists. Often called "the father of American landscape painting," Inness is best known for his mature works that not only exemplified the Tonalist movement but also displayed an original and uniquely American style.
Chauncey Ives	Question: question: Who was the sculptor who worked in the Neo-classic style?	Ref: Chauncey Bradley Ives	Pred: Chauncey Bradley Ives	Context: Chauncey Bradley Ives  (December 14, 1810 – 1894) was an American sculptor who worked primarily in the Neo-classic style.  His best known works are the marble statues of Jonathan Trumbull and Roger Sherman (Roger Sherman) enshrined in the National Statuary Hall Collection.
James Sharples	Question: question: Where was James Sharples born?	Ref: Lancashire	Pred: Lancashire	Context: James Sharples (1751 or 1752, in Lancashire – 26 February 1811, in New York City) was an English portrait painter and pastelist, who moved to the United States in 1794. He first exhibited at the Royal Academy in 1779.
Adelaide Johnson	Question: question: Where is Adelaide Johnson's work displayed?	Ref: Capitol	Pred: U.S. Capitol	Context: Adelaide Johnson (1859–1955) was an American sculptor whose work is displayed in the U.S. Capitol and a feminist who was devoted to the cause of equality of women. She was known as the "sculptor of the women's movement".
David Johnson	Question: question: What is the Australian term for David Johnson?	Ref: dney	Pred: Davey Johnson	Context: David, Dave or Davey Johnson may refer to: David Alan Johnson (born 1952), American philosopherDavid E. Johnson (born 1946), American linguistDavid H. Johnson (1912–1996) American zoologistDavid K. Johnson, American historianDavid Kyle Johnson, professor of philosophyDavid Orme-Johnson (born 1941), professor of psychology at Maharishi University of Management in Fairfield, IowaDavid S. Johnson (1945–2016), American computer scientistDavid W. Johnson (scholar) (born 1940), American professor of educational psychologyDavid Bancroft Johnson (1856–1928), founder and president of Winthrop UniversitySS David B. Johnson, a Liberty shipDavid Johnson (nephrologist), Australian kidney specialist
Eastman Johnson	Question: question: Along with Abraham Lincoln, Ralph Waldo Emerson, and Henry Wadsworth Longfellow, who was a prominent American painter?	Ref: Nathaniel Hawthorne	Pred: Jonathan Eastman Johnson	Context: Jonathan Eastman Johnson (July 29, 1824 – April 5, 1906) was an American painter and co-founder of the Metropolitan Museum of Art, New York City, with his name inscribed at its entrance. He was best known for his genre paintings, paintings of scenes from everyday life, and his portraits both of everyday people and prominent Americans such as Abraham Lincoln, Nathaniel Hawthorne, Ralph Waldo Emerson, and Henry Wadsworth Longfellow. His later works often show the influence of the 17th-century Dutch masters, whom he studied in The Hague in the 1850s; he was known as The American Rembrandt in his day.
Joshua Johnson	Question: question: What is another name for Josh Johnson?	Ref: Joshua Johnson	Pred: Josh Johnson	Context: Joshua Johnson or Josh Johnson may refer to: 
David Claypoole Johnston	Question: question: Where was David Claypoole Johnston born?	Ref: Philadelphia	Pred: Philadelphia	Context: David Claypoole Johnston (25 March 1799 – 8 November 1865) was a 19th-century American cartoonist, printmaker, painter, and actor from Boston, Massachusetts. He was the first natively trained American to master all the various graphic arts processes of lithography, etching, metal plate engraving, and wood engraving.Johnston was born in Philadelphia, the son of William Johnston and Charlotte Rowson, an actress who was sister-in-law of author actress and educator Susanna Rowson. In 1815, Johnston had studied engraving as an apprentice of Philadelphia engraver Francis Kearney, and he himself became an engraver of original caricatures, which were too controversial for publishing. In 1821, he switched to a theatrical career, appearing for the first time at the Walnut Street Theatre on 10 March 1821, as Henry in Speed the Plough. He performed for five seasons with theatre companies in Philadelphia and Boston.Afterward, he retired from the stage and set up an engraver's office in Boston. His most important early work was a series of etched and lithographed character portraits of well-known American and British actors. In the years between 1829 and 1849, he published nine numbers of his annual comic Scraps, made of four plates, each containing nine or ten separate humorous sketches.
Henrietta Johnston	Question: question: Where was Henrietta de Beaulieu Dering Johnston active?	Ref: English colonies	Pred: English colonies in North America	Context: Henrietta de Beaulieu Dering Johnston (c. 1674 – March 9, 1729) was a pastelist of uncertain origin active in the English colonies in North America from approximately 1708 until her death.  She is both the earliest recorded female artist and the first known pastelist working in the English colonies, and is the first portraitist known to have worked in what would become the southern United States.
William Johnston	Question: question: What was William Henry Johnston a part of?	Ref: 3rd Vermont Infantry	Pred: The 3rd Vermont Infantry	Context: William Johnston may refer to: William Henry Johnston (1879–1915), Scottish recipient of the Victoria CrossWilliam J. Johnston (1918–1990), American soldier and Medal of Honor recipientWilliam Preston Johnston (1831–1899), lawyer, scholar, poet, and Confederate soldierWillie Johnston (Medal of Honor) (1850–?), drummer boy in Company D of the 3rd Vermont InfantryWilliam Johnston (British Army officer)William Wallace Stewart Johnston (1887–1962), Australian soldier and medical doctorWilliam Johnston Jr. (1861–1933), American military officerWilliam P. Johnston, American sailor and recipient of the Medal of Honor
Francis Coates Jones	Question: question: What nationality was Jones?	Ref: American	Pred: American	Context: Francis Coates Jones (1857–1932) was an American painter from a wealthy Baltimore family who studied in Europe under painters such as Bouguereau. He is known for his paintings of women at ease in richly decorated interiors or in flower-filled gardens.
Hugh Bolton Jones	Question: question: Where did Hugh Bolton Jones grow up?	Ref: Maryland	Pred: Baltimore, Maryland	Context: Hugh Bolton Jones (20 October 1848 – 24 September 1927) was an American landscape painter. He grew up in Baltimore, Maryland, where he received his early training as an artist. While studying in New York he was strongly influenced by Frederic Edwin Church of the Hudson River School. After spending four years in Europe he settled in New York in 1881, where he shared a studio with his brother Francis Coates Jones for the rest of his long life. He was celebrated for his realistic depictions of calm rural scenes of the eastern United States at different times of the year, usually empty of people.He won prizes in several major exhibitions in the US and France. His paintings are held in public collections such as the Metropolitan Museum of Art and the Smithsonian Institution.
Robert Jones	Question: question: Who was the son of Bob Jones?	Ref: Robert Maynard Jones	Pred: Bob Jones Jr.	Context: Rob(ert), Bob, or Bobby Jones may refer to: Bob Jones Sr. (1883–1968), Christian evangelist who founded Bob Jones UniversityBob Jones Jr. (1911–1997), Bob Jones, Sr.'s son, and second president of the universityBob Jones III (born 1939), Bob Jones, Sr.'s grandson, and third president of the universityBobby Jones (academic) (1932–2001), American academicBobi Jones (Robert Maynard Jones, 1929–2017), Welsh Christian academicRobert B. Jones (linguist) (1920–2007), professor at Cornell UniversityRobert J. Jones (born 1950/1951), crop physiology scientist
Matthew Harris Jouett	Question: question: Along with Thomas Jefferson and Lafayette, who was a notable portrait painter?	Ref: George Rogers Clark	Pred: Matthew Harris Jouett	Context: Matthew Harris Jouett (Mercer County, Kentucky, 22 April 1788 – Lexington, Kentucky, 10 August 1827) was a noted American portrait painter, famous for painting portraits including Thomas Jefferson, George Rogers Clark and Lafayette.
Charles S. Kaelin	Question: question: Who did Charles Salis Kaelin study under?	Ref: John Henry Twachtman	Pred: John Henry Twachtman	Context: Charles Salis Kaelin (19 December 1858, in Cincinnati – 28 March 1929, in Rockport, Massachusetts) was an American impressionist painter. He studied under John Henry Twachtman between 1876 and 1879, after which time he moved to New York City and joined the Art Students League of New York. In 1893 he returned to Cincinnati and worked as a designer for several lithography companies. He moved to Rockport, Massachusetts in 1916, where he painted landscapes and ships. His work is in the collection of the Cincinnati Art Museum, where he exhibited regularly throughout his career.
Theodore Kaufmann	Question: question: Where was Kaufmann born?	Ref: Germany	Pred: Uelzen, Germany	Context: Theodore Kaufmann (December 18, 1814 – 1896) was an artist who worked mostly in the United States. He was born in Uelzen, Germany. He served for several years as a mercantile apprentice. He studied painting in Düsseldorf with Peter von Cornelius, in Munich with Wilhelm von Kaulbach, and also in Hamburg and Dresden. He took part in the revolution at Dresden in 1848, and emigrated to the United States in 1850. He settled in New York City, where he painted portraits and taught. One of his students was editorial artist Thomas Nast. He was not successful as a school director or painter in New York, and became an itinerant photographer and portrait painter.During the American Civil War, he is reported to have fought in the Union Army and to have been a correspondent-artist. St. Louis, Missouri, city directories list him as an artist in 1864 and 1865. After the Civil War, he resided in Boston and Washington, D.C. Louis Prang made color lithographs of some of Kaufmann's more popular pieces. Kaufmann is noted for his portraits and military and historical paintings. He died in New York City.
Charles Keck	Question: question: Who was the sculptor Charles Keck was?	Ref: Keck	Pred: An American sculptor.	Context: Charles Keck (September 9, 1875 – April 23, 1951) was an American sculptor from New York City, New York. Keck studied at the National Academy of Design and the Art Students League of New York with Philip Martiny, and was an assistant to Augustus Saint-Gaudens from 1893 to 1898.  He also attended the American Academy in Rome.  In 1921 he was elected into the National Academy of Design as an Associate member and became a full Academician in 1928. He is best known for his monuments and architectural sculpture. His work was also part of the sculpture event in the art competition at the 1932 Summer Olympics. His interment was located at Fishkill Rural cemetery.
William Keith	Question: question: What nationality was William Keith?	Ref: Brittish	Pred: Scottish	Context: William Keith may refer to:William Keith (footballer), Scottish footballerWilliam Keith of Galston (died 1336), Scottish soldier during the Wars of Scottish IndependenceWilliam Keith of Delny (died c. 1605), Scottish courtierWilliam Keith, 1st Earl Marischal (died 1483), Scottish peer and politicianWilliam Keith, 4th Earl Marischal (died 1581), Scottish nobleman and politicianWilliam Keith, 6th Earl Marischal (c. 1585–1635), Scottish peer and naval officerWilliam Keith, 7th Earl Marischal (1610–1670/71), Scottish CovenanterWilliam Keith, 9th Earl Marischal (c. 1664–1712), Scottish Jacobite politicianWilliam Keith, 2nd Earl of Kintore (1695–1718), Scottish noblemanSir William Keith, 4th Baronet (1669–1749), Lt. Governor of Pennsylvania and DelawareWilliam Keith (artist) (1838–1911), American artist famous for his California landscape paintingsWilliam John Keith (1873–1937), Brittish colonial administratorWilliam Keith (athlete) (1925–1999), South African Olympic runnerBill Keith (artist) (1929–2004), American artistBill Keith (musician) (1939–2015), American banjoistWilliam H. Keith Jr. (born 1950), American authorWilliam R. Keith (1929–2009), American businessman and politician
Henry Keller	Question: question: What is the name of the family record that describes Henry Keller?	Ref: Leslie Family Record	Pred: Leslie Family Record	Context: Henry George Keller (April 3, 1869 – August 3, 1949) was an American artist who led a generation of Ohio watercolor painters of the Cleveland School. Keller's students at the Cleveland School of Art and his Berlin Heights, Ohio summer school included Charles E. Burchfield, Paul Travis, and Frank N. Wilcox.In the Leslie Family Record, by Elvesta Thomas Leslie (1968, self-published), a first cousin of Henry, spoke of Henry Keller:"As Mortimer (Leslie) died young, widowhood threw Guineveer’s mother (Elizabeth Bonsor) to the support of herself and her small girl. She met the heavy and double misfortune with fortitude and competency even as you and your (Elvesta’s) aunt Rosa (Kehl) met like but more tragic adversities. She took orders for busts in crayon and hired artists to draw them. In this way she met young Keller, and Guineveer, her romance. Henry made portraits for the mother. Henry Keller was educated here (Cleveland) and in Munich. He was one of a small galaxy of local artists who have won honors in more metropolitan centers. He is a pioneer of the city’s higher cultural life. A harder, or mor conscientious worker can not be found. He maintains his better than average constitution, inherited from German-born parents, by regular life and exemplary habits. He is the only noted artist who doesn’t smoke, that I ever heard of. Cigarettes seem the sustenance of the artistic temperament. Henry teaches painting at the Art School and specializes in animal life and watercolor. I have one of his best. His canvasses are distinguished more for the excellence of their technique and craftsmanship than for creative genius. I found Keller a zealous devotee of his profession and outside of it, enough of a cynic to be realistic. In a word he is master of a fine art, man of fine character and characteristically German. His home was originally a farm house owned by his father before Cleveland grew up to be a city."In 1939 he was elected into the National Academy of Design as an Associate Academician.
Edward Kemeys	Question: question: What country was Edward Kemeys from?	Ref: America	Pred: America	Context: Edward Kemeys (January 31, 1843 – May 11, 1907) was an American sculptor and considered America's first animalier.He is best known for his sculptures of animals, particularly the two bronze lions that mark the entrance to the Art Institute of Chicago Building in Chicago Illinois. Kemeys was also a captain in the 4th United States Colored Heavy Artillery, Company H, writer, lecturer, and adventurer in the Western United States.
Frederick Kemmelmeyer	Question: question: Who was a German-born American painter?	Ref: Frederick Kemmelmeyer	Pred: Frederick Kemmelmeyer	Context: Frederick Kemmelmeyer (c. 1755 - c. 1821) was a German-born American painter. He was entirely self-taught and his work is generally classified as folk art. His approximate birth year has been established through census records, but no birth certificate or baptismal record has been found. Naturalization papers in Annapolis, Maryland, dating from 1788, list a Frederick Kimmelmeiger, who is assumed to be him, although it is not known when or why he came to the United States. Speculation has centered around a Friedrich Kimmelmeyer who served as a medic with the Hessians during the Revolution, deserted to the Americans, and was briefly married in South Carolina, but no firm connection has been made.Soon after becoming a citizen, he placed advertisements in the Maryland Gazette and the Baltimore Advertiser, offering his services as a drawing instructor, a painter of miniatures and a sign painter. Many of his early works are copies of European lithographs and engravings.He remained in Baltimore until 1803, when he became an itinerant portrait painter. Over the next fourteen years, his travels can be traced through his advertisements, beginning in Alexandria, Virginia, where he opened a school. Shortly after, he relocated to Georgetown. Several of his paintings from that period are portraits of George Washington or scenes from battles that feature him. By 1805, he appears to have been in Hagerstown, then went a bit further, to Chambersburg, Pennsylvania. This was followed, in 1810, by advertisements in Winchester, Virginia. Two years later, he taught and painted in what is now West Virginia. His last known advertisement appeared in 1816, in Hagerstown. A combination of age and alcoholism apparently had a serious negative effect on his ability to paint.His last years are largely undocumented. Only eleven portraits have been positively identified as his.
William Sergeant Kendall	Question: question: Where did William Sergeant Kendall die?	Ref: Hot Springs	Pred: Hot Springs, Virginia	Context: William Sergeant Kendall (born 1869 in Spuyten Duyvil, New York, died 1938 in Hot Springs, Virginia), was an American painter, most famous for his evocative scenes of domestic life; his wife and three young daughters were frequent subjects in his early work.
David J. Kennedy	Question: question: Where was David Michael Kennedy born?	Ref: Philadelphia	Pred: Philadelphia.	Context: David Kennedy may refer to: David Kennedy (actor) (born 1964), British actorDavid Kennedy (born 1988), British musician performing as Pearson SoundDavid Kennedy (film producer) (1941–2015), American film producerDavid Kennedy (singer) (1825–1886), Scottish minister and tenorDavid J. Kennedy (painter) (1816/17–1898), Philadelphia painterDavid Michael Kennedy (born 1950), American fine art photographer
John Frederick Kensett	Question: question: Who did John Frederick Kensett owe much of his early work to?	Ref: Thomas Cole	Pred: Thomas Cole	Context: John Frederick Kensett (March 22, 1816 – December 14, 1872) was an Americanlandscape painter and engraver born in Cheshire, Connecticut. He was a member of the second generation of the Hudson River School of artists. Kensett's signature works are landscape paintings of New England and New York State, whose clear light and serene surfaces celebrate transcendental qualities of nature, and are associated with Luminism. Kensett's early work owed much to the influence of Thomas Cole, but was from the outset distinguished by a preference for cooler colors and an interest in less dramatic topography, favoring restraint in both palette and composition. The work of Kensett's maturity features tranquil scenery depicted with a spare geometry, culminating in series of paintings in which coastal promontories are balanced against glass-smooth water. He was a founder of the Metropolitan Museum of Art.
